;price;year;condition;cylinders;odometer;title_status;transmission;drive;size;lat;long;weather
1670074;9995;2004;2;8;156000;clean;automatic;4wd;full-size;39,188524;-95,561918;51
967441;13988;2013;2;6;48459;clean;automatic;rwd;full-size;45,553434;-94,231841;43
1214395;16995;2007;3;8;30415;clean;automatic;4wd;full-size;47,830597;-110,662694;40
966519;12995;2008;2;8;110959;clean;other;4wd;full-size;45,049163;-93,035945;43
1256184;6500;2007;2;8;172000;clean;automatic;rwd;full-size;32,0149;-97,1198;67
1385689;19500;2012;3;6;72025;clean;automatic;4wd;full-size;37,4815;-77,6419;55
1040664;2999;1998;3;6;138000;clean;automatic;fwd;full-size;37,2117;-93,299;52
1082978;21549;2013;2;8;105438;clean;automatic;4wd;full-size;35,01845;-85,204983;59
1635097;2500;1998;2;8;163000;clean;automatic;rwd;full-size;44,213971;-88,424213;45
1442537;8650;2004;3;8;195087;clean;automatic;4wd;full-size;38,084394;-89,339761;48
1202299;29900;2013;4;8;165500;lien;automatic;4wd;full-size;45,7753;-108,6519;40
1349628;4200;1997;3;8;172000;clean;automatic;4wd;full-size;39,190615;-119,773064;46
1185583;23995;2014;3;6;65174;clean;automatic;rwd;full-size;28,403792;-80,70522;65
187324;14790;2011;2;8;121680;clean;automatic;4wd;full-size;41,62507;-83,62534;49
1028632;13600;2009;3;8;104000;clean;automatic;4wd;full-size;43,8228;-96,7223;38
317937;26740;2015;3;8;73893;clean;automatic;4wd;full-size;49,184885;-122,801111;
419393;10000;2002;3;8;136182;clean;automatic;4wd;full-size;61,1194;-149,8974;29
1688505;15500;2002;3;8;120000;clean;automatic;rwd;full-size;34,3033;-77,8039;56
1229601;18990;2011;3;8;179026;clean;automatic;rwd;full-size;32,867351;-97,262497;67
356532;1500;1995;2;6;110000;clean;manual;rwd;full-size;32,5143;-95,9047;67
1446153;6500;2002;3;8;185000;lien;automatic;4wd;full-size;41,4913;-90,5648;48
331717;8995;2005;3;8;110080;clean;automatic;rwd;full-size;42,032203;-91,611698;47
397219;16850;2013;2;6;105706;clean;automatic;rwd;full-size;32,427868;-86,467649;61
1482620;5995;2001;3;8;154946;clean;automatic;4wd;;48,9372;-122,4592;50
334388;14900;2011;2;6;149610;clean;automatic;rwd;full-size;31,316064;-89,437114;61
1612240;8495;2007;3;8;158000;clean;automatic;4wd;full-size;43,894386;-75,675025;53
1358750;16995;2010;3;8;70000;clean;automatic;4wd;full-size;44,4513;-73,1796;44
485008;28995;2014;3;8;69679;clean;automatic;4wd;mid-size;34,59723;-112,3173;71
1028018;22900;2015;3;8;99108;clean;automatic;4wd;full-size;33,066044;-89,593906;61
875632;11700;2010;2;8;144570;clean;automatic;4wd;full-size;42,892121;-85,665539;45
62367;2495;2002;2;8;201803;clean;automatic;4wd;full-size;42,477134;-82,949564;45
1060628;24900;2014;3;8;67000;clean;automatic;4wd;full-size;36,673587;-90,241964;52
269984;21900;2014;4;6;34100;rebuilt;automatic;4wd;full-size;36,7236;-85,7009;50
950692;9950;2009;3;8;156000;clean;automatic;4wd;;41,5334;-72,7997;51
367454;22700;2011;3;8;164808;clean;automatic;4wd;full-size;50,007206;-125,244168;
510240;3499;2000;2;8;188339;clean;automatic;rwd;full-size;36,097565;-95,894237;57
959113;39000;2016;3;6;51748;clean;automatic;4wd;mid-size;46,59003;-95,57416;43
656223;10000;2008;3;8;141000;clean;automatic;rwd;;34,2313;-119,0464;59
1643455;7450;2007;2;8;142806;clean;automatic;4wd;full-size;44,861013;-91,647877;45
453975;8000;2006;3;8;170000;clean;automatic;4wd;full-size;39,4799;-84,4598;49
866585;6000;2007;2;8;206;clean;automatic;4wd;;42,003959;-83,51563;45
1205938;37995;2015;3;6;48800;clean;automatic;4wd;;47,830597;-110,662694;40
469829;14950;2013;3;8;113000;clean;automatic;4wd;;41,089134;-80,704291;49
1268952;19500;2011;3;8;142500;clean;automatic;4wd;full-size;30,180421;-97,972469;67
211512;21000;2013;2;8;97000;clean;automatic;4wd;full-size;49,96616;-125,22063;
1645949;21904;2013;3;8;91835;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
452085;5483;2004;2;8;152816;clean;automatic;4wd;full-size;41,46389;-81,7693;49
565421;11995;2008;3;8;148484;clean;automatic;4wd;full-size;45,518031;-122,578752;50
355620;16200;2010;3;8;139000;lien;automatic;4wd;full-size;46,4875;-92,1493;45
116002;45700;2018;4;6;3350;clean;automatic;4wd;full-size;50,039134;-125,271628;
226995;22500;2013;4;6;88538;clean;automatic;rwd;full-size;32,555765;-93,599607;67
1004795;16995;2002;2;8;65336;clean;automatic;rwd;full-size;33,711509;-78,909582;60
927351;7250;2006;2;8;170000;clean;automatic;4wd;full-size;42,3688;-83,4799;45
1621181;13880;2009;3;8;154597;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
1035174;6000;2005;2;8;120000;clean;automatic;;;37,146837;-94,532664;52
1259044;25790;2014;3;6;109877;clean;automatic;4wd;;32,977915;-96,592124;67
1131092;900;2001;2;8;245000;clean;automatic;;;27,789;-82,6779;65
1193982;13900;2016;3;6;23387;salvage;automatic;rwd;full-size;25,8325;-80,2808;65
1545302;3500;1996;2;8;168000;clean;automatic;4wd;;38,7034;-81,4243;52
1647282;27199;2015;3;6;22473;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
1555006;6999;2002;3;8;119726;clean;automatic;4wd;full-size;41,9521;-91,6853;47
252434;999;2011;2;8;85000;clean;automatic;rwd;;41,0334;-81,4385;49
1201602;18888;2010;3;8;85812;clean;automatic;4wd;;47,830597;-110,662694;40
1119805;34975;2018;5;8;17455;clean;automatic;4wd;full-size;29,770834;-82,283186;65
1164462;13988;2009;3;8;165165;clean;automatic;4wd;full-size;30,457131;-84,346848;65
1025497;16900;1979;3;6;1;clean;manual;4wd;;33,4255;-88,8791;61
1300544;9250;2009;2;8;90000;clean;automatic;fwd;full-size;34,462;-84,4759;59
1095706;2850;1990;2;8;99871;clean;automatic;rwd;;36,5399;-82,7252;59
1618116;33890;2018;3;8;17621;clean;automatic;rwd;full-size;43,154559;-75,932436;53
1018254;24995;2012;2;6;122461;clean;automatic;4wd;full-size;34,947213;-89,440953;61
459341;3995;2000;2;8;124860;clean;automatic;rwd;full-size;39,715206;-84,124328;49
1679918;29500;2016;3;8;5905;clean;automatic;rwd;mid-size;34,74851;-77,41559;56
1649702;25987;2013;3;8;47199;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
985806;1600;2001;2;8;177000;clean;automatic;4wd;full-size;45,2825;-93,4186;43
965878;22500;2013;4;6;150000;clean;automatic;4wd;;45,6582;-94,8198;43
641018;38995;2012;3;8;70274;clean;automatic;4wd;full-size;38,611926;-121,423565;59
1157444;40995;2014;3;8;88339;clean;automatic;4wd;full-size;28,403792;-80,70522;65
1654499;9660;2006;3;8;179931;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
1639848;23900;2013;3;6;91637;clean;automatic;4wd;full-size;44,227258;-88,467902;45
1669853;20981;2013;3;8;135332;clean;automatic;4wd;mid-size;39,11632;-94,75917;51
1916;3328;1998;3;8;253765;clean;automatic;4wd;full-size;44,585547;-123,25671;50
138624;9500;2008;2;8;120000;rebuilt;automatic;4wd;full-size;35,604342;-82,616101;56
918183;16995;2010;3;8;76368;clean;automatic;4wd;mid-size;43,61176;-84,75844;45
1080014;1200;1990;1;8;178000;clean;automatic;rwd;;36,1848;-86,6002;59
1560446;35995;2016;2;8;19050;clean;automatic;4wd;full-size;43,078373;-92,317804;47
1151927;2;1997;1;8;247500;clean;automatic;;full-size;26,6281;-82,0182;65
1561791;5220;2004;2;8;157000;clean;automatic;4wd;;41,736436;-92,717669;47
964549;7995;2010;2;8;198045;clean;automatic;4wd;;45,52882;-93,369298;43
561001;1500;1993;1;6;163000;clean;automatic;fwd;;38,5921;-75,9568;56
289871;16000;2012;3;8;185000;clean;automatic;4wd;full-size;35,833946;-78,266651;56
1167805;6499;2004;4;8;50425;clean;automatic;rwd;full-size;27,875196;-82,786723;65
451671;7900;2004;2;8;125421;clean;automatic;4wd;full-size;40,902588;-81,150479;49
1421084;12000;1995;3;8;171000;clean;automatic;4wd;full-size;39,7533;-89,58;48
1692202;28455;2014;3;8;28795;clean;automatic;4wd;mid-size;36,47793;-79,7389;56
1102468;16900;2014;2;8;117000;clean;automatic;4wd;full-size;30,387513;-86,402925;65
768886;10000;2009;3;8;155000;clean;automatic;;;42,3606;-72,5715;50
834702;24499;2010;2;8;60469;clean;automatic;4wd;full-size;38,843335;-104,793839;45
1634591;16440;2013;3;8;141760;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
1399642;11950;2007;3;8;77533;clean;automatic;4wd;full-size;37,286501;-80,056719;55
373507;22900;2012;2;8;125874;clean;automatic;4wd;full-size;31,316064;-89,437114;61
122499;24900;2012;3;8;135592;clean;automatic;4wd;full-size;36,277213;-80,339822;56
1654420;16899;2009;3;8;110516;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
229286;15500;2011;3;8;177000;clean;automatic;4wd;full-size;30,494466;-92,424402;67
718735;17000;2011;3;8;145000;clean;automatic;rwd;mid-size;36,2022;-119,338;59
1647890;29799;2013;3;6;50617;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
643249;5900;2002;2;8;186000;clean;automatic;4wd;full-size;40,167497;-122,238136;59
613868;16500;2010;4;8;87000;clean;automatic;4wd;full-size;36,815449;-119,790179;59
785374;4200;2003;3;8;227000;lien;automatic;4wd;full-size;40,0964;-77,0339;53
862112;17435;2012;2;6;123729;clean;automatic;4wd;full-size;38,717906;-108,054869;45
127998;16500;2010;3;8;148000;clean;automatic;4wd;full-size;42,4019;-96,3534;47
60759;36800;2016;3;6;46288;clean;automatic;4wd;full-size;49,184885;-122,801111;
534941;17850;2014;2;8;103505;clean;automatic;4wd;full-size;35,273684;-93,120968;59
26478;2500;1999;2;8;216000;clean;automatic;4wd;full-size;42,9295;-89,387;45
487047;10900;2010;3;8;0;clean;automatic;4wd;full-size;32,252974;-110,97871;71
493037;22995;2012;3;8;102266;clean;automatic;4wd;mid-size;34,59723;-112,3173;71
1654136;18550;2011;3;6;129594;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
396309;17950;2014;2;8;82400;clean;automatic;rwd;full-size;33,512633;-86,79777;61
686794;2500;2000;2;8;194000;clean;automatic;4wd;full-size;38,5347;-121,4451;59
1561896;43900;2018;3;8;1000;clean;automatic;;full-size;42,484503;-92,324974;47
1516210;7500;2007;2;8;220000;clean;automatic;4wd;;38,4662;-87,0985;48
485654;9995;2006;3;6;106000;clean;automatic;rwd;full-size;32,25;-110,8869;71
62263;32000;2014;3;6;56098;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
1661979;8495;2007;2;8;11644;clean;automatic;4wd;full-size;39,073454;-95,664519;51
1545298;9500;2005;4;8;88000;clean;automatic;4wd;full-size;37,8642;-82,3741;52
1628516;32995;2016;3;6;73405;clean;automatic;4wd;mid-size;44,4737;-88,06308;45
1581395;16995;2010;3;8;70816;clean;automatic;4wd;full-size;43,223552;-77,372473;53
872374;32999;2013;4;8;66000;clean;automatic;4wd;full-size;42,868175;-85,862086;45
1263330;16995;2012;3;6;103529;clean;automatic;rwd;full-size;31,732124;-106,364833;67
1648122;27985;2014;3;6;54182;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
1375191;12895;2008;3;8;91860;clean;automatic;4wd;full-size;43,639084;-116,262984;47
1178319;7500;2005;2;8;197000;clean;automatic;4wd;;30,7996;-85,2293;65
979865;18990;2011;3;8;128000;clean;automatic;4wd;;46,450007;-95,12469;43
45218;49840;2017;4;6;40050;clean;automatic;4wd;full-size;49,184885;-122,801111;
959552;32995;2015;3;6;63373;clean;automatic;4wd;full-size;45,832707;-95,388536;43
602465;9998;2005;2;8;160256;clean;automatic;4wd;full-size;44,282904;-121,17374;50
207269;35890;2016;3;6;73560;clean;automatic;4wd;;49,204598;-123,139205;
1632774;22988;2012;3;6;132010;clean;automatic;4wd;;45,121187;-92,693325;45
878310;17950;2012;3;8;115212;clean;automatic;4wd;full-size;42,944251;-83,730441;45
1707993;26999;2014;3;8;73411;clean;automatic;4wd;;34,7253;-76,7531;56
1194255;5995;2005;3;8;142000;clean;automatic;rwd;;27,447286;-80,351343;65
1711463;21000;2012;3;6;139855;clean;automatic;4wd;full-size;35,887189;-78,265568;56
1688966;37000;2018;3;8;1235;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
869335;11000;2008;2;8;153000;lien;automatic;4wd;;43,124894;-86,174485;45
101065;7977;2005;2;8;159323;clean;automatic;4wd;full-size;42,345504;-88,269936;48
640858;39;2001;3;8;166;clean;automatic;4wd;;37,323062;-120,497654;59
835818;2000;1996;1;8;208000;clean;manual;4wd;full-size;39,2839;-106,0628;45
730340;23861;2016;3;6;59651;clean;automatic;rwd;mid-size;37,93882;-121,69586;59
1360223;5996;2003;2;8;141021;clean;automatic;4wd;full-size;44,602263;-73,16141;44
1619686;29995;2016;3;6;22726;clean;automatic;4wd;full-size;43,153933;-75,934839;53
1620658;15500;1977;4;8;24;clean;automatic;4wd;full-size;43,0932;-76,2904;53
1091377;7844;2003;3;8;162301;clean;automatic;rwd;full-size;35,841559;-86,389644;59
1678274;14900;2014;3;8;63745;clean;automatic;rwd;full-size;36,277213;-80,339822;56
1627249;13091;2010;3;8;142166;clean;automatic;4wd;full-size;43,97368;-88,583361;45
1658128;6995;2007;2;8;168979;clean;automatic;4wd;full-size;43,54986;-89,438579;45
1677166;14500;2009;2;8;135000;lien;automatic;4wd;;34,865579;-76,899057;56
1548482;61955;2017;2;6;21946;clean;automatic;4wd;full-size;42,504823;-92,405569;47
1022046;9888;2005;2;8;119000;clean;automatic;rwd;full-size;30,520244;-89,647288;61
750678;4400;1999;2;8;158000;clean;automatic;4wd;;34,843395;-120,419426;59
770560;2375;1998;2;8;165000;clean;automatic;4wd;;41,823836;-71,33711;50
925157;11985;2009;3;8;156000;clean;automatic;4wd;full-size;42,979576;-82,433416;45
1639131;25452;2013;3;8;37419;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
1100464;7500;1996;3;8;330000;clean;automatic;rwd;full-size;30,284048;-81,447452;65
859320;6495;2002;2;8;205792;clean;automatic;4wd;full-size;38,820464;-104,824527;45
1201613;42888;2016;3;6;23667;clean;automatic;4wd;;47,830597;-110,662694;40
1404180;1900;1992;2;8;228000;clean;automatic;rwd;full-size;37,2853;-80,0692;55
432144;18000;2013;3;8;145000;clean;automatic;rwd;full-size;30,5247;-90,8557;67
498985;24995;2014;3;8;106588;clean;automatic;4wd;mid-size;34,59723;-112,3173;71
204474;23000;2012;3;8;45682;lien;automatic;4wd;full-size;60,414394;-151,003024;29
272904;2699;1997;3;8;156200;clean;automatic;rwd;full-size;17,265609;-101,555951;
1679681;35850;2014;3;6;35577;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
900169;13750;2012;2;8;129000;clean;automatic;4wd;full-size;47,1158;-88,558;45
1017823;14900;2011;2;6;149610;clean;automatic;rwd;full-size;31,316064;-89,437114;61
220455;9000;2005;2;8;190000;clean;automatic;4wd;full-size;32,2848;-93,8003;67
878579;13988;2011;2;6;146699;clean;automatic;4wd;full-size;42,892121;-85,665539;45
321410;10900;2001;3;8;124061;clean;automatic;rwd;full-size;43,204762;-75,440834;53
269713;33000;2011;3;8;122000;clean;automatic;4wd;;35,1864;-86,113;59
914363;18790;2013;3;8;107000;clean;automatic;4wd;;42,7496;-83,5358;45
542645;14600;2012;2;6;174373;clean;automatic;4wd;full-size;35,250553;-91,711354;59
395050;28950;2013;2;6;88005;clean;automatic;4wd;full-size;30,649625;-88,127994;61
1634495;18994;2013;3;6;75295;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
1712982;6200;2005;3;8;197000;clean;automatic;rwd;full-size;35,1969;-78,6625;56
34561;2785;1999;2;8;146785;clean;automatic;rwd;full-size;45,750271;-111,184096;40
1196725;15600;2014;4;8;74000;rebuilt;automatic;;;25,6694;-80,4085;65
1614096;15995;2010;3;8;90260;clean;automatic;4wd;full-size;43,223552;-77,372473;53
1628305;16440;2013;3;8;141760;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
378006;24990;2016;3;6;93657;clean;automatic;4wd;full-size;41,274917;-95,937209;46
143868;18950;2014;2;6;56527;clean;automatic;rwd;full-size;33,512633;-86,79777;61
1594423;14995;2010;3;8;120715;clean;automatic;4wd;full-size;43,223552;-77,372473;53
108072;42499;2014;3;8;25658;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
1681579;32000;2014;3;6;56098;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
332604;27995;2015;3;6;47970;clean;automatic;4wd;full-size;38,671618;-94,36651;52
1034686;1000;1989;2;8;292314;clean;automatic;rwd;full-size;37,3182;-94,2731;52
747742;7500;1993;3;8;113151;clean;automatic;4wd;full-size;40,7592;-124,1593;59
975990;5700;2003;3;8;192000;clean;automatic;4wd;full-size;44,162701;-93,99868;43
867572;12000;2009;3;8;109500;clean;automatic;4wd;;41,9596;-85,6371;45
1214902;10974;2007;3;8;132448;clean;automatic;4wd;full-size;45,750271;-111,184096;40
1642515;24770;2014;3;6;78543;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
925197;3495;2002;2;8;201803;clean;automatic;4wd;full-size;42,477134;-82,949564;45
646149;9788;2004;3;8;149347;clean;automatic;4wd;full-size;38,611926;-121,423565;59
1705029;25900;2013;3;8;95208;clean;automatic;4wd;full-size;36,277213;-80,339822;56
940962;4000;2002;2;8;104000;clean;automatic;4wd;mid-size;41,910312;-72,406541;51
1056629;20995;2013;3;6;112940;clean;automatic;4wd;full-size;38,671618;-94,36651;52
671917;38995;2012;3;8;70274;clean;automatic;4wd;full-size;38,611926;-121,423565;59
1659893;32995;2015;2;8;62688;clean;automatic;4wd;full-size;42,970214;-90,112347;45
1602959;28990;2015;3;8;37271;clean;automatic;4wd;full-size;43,154434;-75,931234;53
1364444;1900;1994;2;8;176000;clean;manual;4wd;;42,393211;-114,52217;47
1223560;700;1996;1;8;303258;missing;automatic;;full-size;30,1502;-94,0008;67
1230530;14000;2014;2;8;113000;clean;automatic;rwd;full-size;27,693803;-97,403476;67
874206;7600;2008;2;8;170000;clean;automatic;4wd;;42,375669;-85,678221;45
243058;22497;2014;4;6;82597;clean;automatic;rwd;full-size;32,555765;-93,599607;67
1637296;26995;2013;2;6;67104;clean;automatic;4wd;full-size;42,970214;-90,112347;45
895518;23998;2013;3;8;75598;clean;automatic;4wd;full-size;42,91082;-85,599111;45
1085271;31999;2015;3;6;78915;clean;automatic;4wd;full-size;35,839694;-86,387087;59
1677072;4900;2004;3;6;148523;clean;automatic;4wd;full-size;35,8949;-78,7051;56
581669;11995;2008;3;8;148484;clean;automatic;4wd;full-size;45,518031;-122,578752;50
788826;27996;2014;2;8;22918;clean;automatic;4wd;full-size;40,335245;-76,488033;53
377462;32999;2015;4;6;39798;clean;automatic;4wd;compact;38,976487;-88,160859;48
131170;9990;2012;2;8;127501;clean;automatic;rwd;full-size;40,468826;-74,281734;52
1249084;39000;2018;4;6;8000;clean;automatic;rwd;;30,633;-97,6707;67
697719;4995;2002;2;8;195108;clean;automatic;rwd;full-size;35,496578;-120,681118;59
1446087;2500;1998;1;8;114500;clean;automatic;4wd;full-size;40,04307;-87,599154;48
591367;11995;2008;3;8;148484;clean;automatic;4wd;full-size;45,518031;-122,578752;50
143209;18500;2011;3;6;80100;clean;automatic;rwd;full-size;30,5928;-88,1946;61
1463092;4990;1997;2;6;82946;clean;automatic;rwd;full-size;40,468826;-74,281734;52
1416565;7000;2005;2;8;161000;clean;automatic;4wd;;36,8881;-76,1446;55
98825;1600;1994;2;6;111373;clean;automatic;fwd;full-size;37,376439;-81,018784;52
792704;1200;1998;2;6;130000;clean;manual;rwd;mid-size;40,105409;-75,343424;53
1206695;22888;2010;3;8;48745;clean;automatic;4wd;;47,830597;-110,662694;40
261189;10900;2004;3;8;146000;clean;automatic;4wd;full-size;36,6955;-93,115;52
1614293;14995;2010;3;8;120715;clean;automatic;4wd;full-size;43,223552;-77,372473;53
883199;9800;2005;4;8;127000;clean;automatic;4wd;full-size;42,3349;-83,1801;45
581638;2100;1995;1;8;198000;clean;automatic;4wd;;44,8776;-117,9756;50
1720534;37500;2015;3;6;67102;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
1716001;15900;2011;3;8;144448;clean;automatic;rwd;full-size;35,887189;-78,265568;56
1176349;33000;2018;5;8;5000;rebuilt;automatic;4wd;full-size;25,9974;-80,3248;65
872178;12488;2010;2;8;144570;clean;automatic;4wd;full-size;42,892121;-85,665539;45
1211177;27995;2014;3;6;64290;clean;automatic;4wd;;47,830597;-110,662694;40
711225;6995;2001;2;8;124461;clean;automatic;rwd;full-size;39,743252;-121,886107;59
62800;9500;2006;3;8;65675;clean;automatic;rwd;;41,4262;-90,5739;48
1198061;2500;1995;2;8;181000;clean;automatic;rwd;;29,2353;-81,0658;65
292091;5483;2004;2;8;152816;clean;automatic;4wd;full-size;41,46389;-81,7693;49
1694454;6000;2004;2;8;185000;clean;automatic;4wd;full-size;35,6895;-81,5387;56
662063;5800;2004;2;8;188000;clean;automatic;;full-size;32,732418;-117,039247;59
508895;4295;2003;2;8;198000;clean;automatic;4wd;;36,0447;-95,8079;57
1627473;700;2000;1;8;230000;clean;automatic;4wd;;44,9064;-89,5818;45
872479;3500;2001;1;8;171000;salvage;automatic;4wd;full-size;42,8256;-86,0104;45
1621311;14995;2010;3;8;162403;clean;automatic;4wd;full-size;42,701772;-89,008858;45
910061;10900;2010;3;8;110703;clean;automatic;4wd;;42,3702;-85,8536;45
1026628;26900;2015;3;6;94380;clean;automatic;4wd;full-size;33,066044;-89,593906;61
408204;15995;2009;3;8;136101;clean;automatic;4wd;full-size;38,159627;-85,697708;50
