;price;year;condition;cylinders;odometer;title_status;transmission;drive;size;lat;long;weather
1640470;30917;2015;3;6;25536;clean;automatic;4wd;;43,852883;-88,855927;45
851473;36990;2014;3;8;54371;clean;automatic;4wd;;39,65814;-104,987585;45
498367;19000;2010;3;8;88000;clean;automatic;4wd;full-size;32,7093;-114,4905;71
612509;9999;2006;3;8;161514;clean;automatic;;full-size;37,609783;-120,995406;59
1017702;10888;2010;2;8;190000;clean;automatic;4wd;full-size;30,520244;-89,647288;61
331306;30995;2016;3;8;41503;clean;automatic;4wd;full-size;38,671618;-94,36651;52
1637257;26995;2015;2;8;53184;clean;automatic;4wd;full-size;42,970214;-90,112347;45
1328034;7500;2006;2;8;169;clean;automatic;4wd;;41,056793;-96,645431;46
530951;11900;2010;4;8;144010;clean;automatic;;;36,189024;-94,138008;59
1027720;26900;2015;3;6;94380;clean;automatic;4wd;full-size;33,066044;-89,593906;61
1281664;6000;2005;2;8;167000;clean;automatic;4wd;;25,950376;-97,321693;67
370494;8500;2004;1;8;119818;clean;automatic;4wd;full-size;43,521863;-88,220749;45
971392;3399;1998;3;8;198000;clean;automatic;4wd;full-size;46,0153;-95,6951;43
385945;37500;2015;3;6;67102;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
369991;37995;2015;4;8;26903;clean;automatic;4wd;;50,045346;-125,269028;
404330;2500;2000;1;8;94000;clean;automatic;4wd;full-size;38,9941;-84,642;50
1024227;39900;2016;2;8;29363;clean;automatic;rwd;full-size;31,316064;-89,437114;61
1136421;12950;2004;3;8;152350;clean;automatic;4wd;full-size;28,0094;-82,1138;65
469544;13000;2010;2;8;146000;clean;automatic;4wd;;38,8017;-83,5333;49
1715528;9850;2005;3;8;213195;clean;automatic;4wd;full-size;36,030812;-80,166818;56
1220778;4500;2005;3;8;190000;clean;automatic;;full-size;33,561423;-101,856239;67
1625080;18995;2010;3;8;86428;clean;automatic;4wd;full-size;43,044479;-89,474393;45
1205406;5000;2006;2;8;197000;clean;automatic;4wd;full-size;45,630401;-109,253197;40
1689016;46925;2016;3;6;58532;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
227960;9950;2001;2;8;106000;clean;automatic;rwd;full-size;39,2059;-84,9616;48
170999;19375;2013;2;6;105706;clean;automatic;rwd;;32,427868;-86,467649;61
83761;34500;2016;3;6;28000;lien;automatic;4wd;;42,252791;-121,789713;50
906843;17450;2014;3;8;111612;clean;automatic;4wd;full-size;42,944251;-83,730441;45
589660;2995;1979;2;8;111111;clean;manual;4wd;;42,4638;-123,3457;50
1124124;7395;2004;3;8;113784;clean;automatic;4wd;full-size;27,875196;-82,786723;65
781474;22995;2011;2;6;58599;clean;automatic;4wd;;41,381951;-75,685531;53
1680159;7500;2004;2;8;208828;clean;automatic;;;35,3573;-80,2044;56
1325887;8900;2005;2;8;92000;clean;automatic;4wd;full-size;40,914392;-96,331806;46
720177;4000;2001;2;8;124927;clean;automatic;;;34,1455;-116,0601;59
29020;2750;1999;2;8;222000;clean;automatic;4wd;full-size;39,889225;-76,637623;53
1067652;3400;1999;1;8;224000;clean;automatic;4wd;full-size;35,0603;-88,4405;59
873016;6450;2005;3;8;171690;clean;automatic;4wd;mid-size;42,64387;-84,0733;45
165880;10500;2007;3;8;104560;clean;automatic;rwd;mid-size;34,82834;-87,63558;61
514684;15200;2012;3;6;175000;clean;automatic;4wd;full-size;36,1341;-96,1426;57
1530972;21995;2013;2;6;107739;clean;automatic;fwd;full-size;41,686718;-86,012028;48
996582;2700;1997;2;8;175000;clean;automatic;fwd;full-size;34,279637;-81,608575;60
1454026;5000;1991;2;6;171000;clean;automatic;rwd;;39,8051;-74,9255;52
596823;4450;1997;3;8;154446;clean;automatic;;full-size;45,513983;-122,579225;50
973095;8250;2009;2;8;168700;clean;automatic;4wd;full-size;43,5667;-91,913;43
989078;3990;2001;3;8;0;clean;automatic;;;46,450007;-95,12469;43
1064667;33995;2015;3;6;76195;clean;automatic;4wd;full-size;38,671776;-94,367098;52
1203774;18888;2010;3;8;85811;clean;automatic;4wd;;47,830597;-110,662694;40
789559;3800;2003;2;8;205000;rebuilt;automatic;4wd;full-size;39,892903;-75,919991;53
162804;34900;2016;4;8;43500;clean;automatic;4wd;;49,201532;-124,005733;
1254167;27480;2014;3;6;47301;clean;automatic;4wd;mid-size;32,965063;-96,913304;67
291944;5500;2005;4;8;133220;clean;automatic;4wd;mid-size;35,55081;-77,409512;56
1138024;7999;2005;3;8;116116;clean;automatic;rwd;full-size;27,875196;-82,786723;65
1383979;17995;2007;3;8;154569;clean;automatic;4wd;full-size;36,694016;-79,89585;55
30640;4650;1997;1;8;160100;clean;automatic;4wd;full-size;39,188579;-95,561918;51
177257;19595;2014;3;6;114100;clean;automatic;4wd;full-size;38,159627;-85,697708;50
1541257;32995;2012;2;8;102873;clean;automatic;4wd;full-size;35,086515;-106,563609;45
897228;2595;2002;3;6;202808;clean;automatic;4wd;full-size;42,984722;-85,657564;45
869342;11000;2008;2;8;153000;lien;automatic;4wd;;43,124894;-86,174485;45
1671107;10999;2006;3;8;106000;clean;automatic;rwd;full-size;37,504659;-97,504327;51
1429154;20995;2010;3;8;128836;clean;automatic;4wd;full-size;38,588302;-89,923783;48
829349;44000;2018;4;6;2000;clean;automatic;4wd;;40,1559;-105,1624;45
403561;21995;2013;2;8;131535;clean;automatic;4wd;full-size;37,837488;-84,852078;50
95059;42980;2017;3;6;13615;clean;automatic;4wd;;49,204598;-123,139205;
128467;29995;2014;2;6;66435;clean;automatic;4wd;full-size;41,680677;-86,126046;48
1581425;4995;2010;2;8;165771;clean;automatic;rwd;full-size;42,0973;-79,3291;53
1371819;2000;1989;2;6;160000;clean;manual;4wd;full-size;43,5239;-114,3064;47
1642427;7990;2003;3;8;141038;clean;automatic;4wd;;44,7851;-88,6036;45
494596;16995;2013;3;6;75000;clean;automatic;rwd;full-size;32,25;-110,8869;71
1061591;5800;2010;2;8;190000;clean;automatic;rwd;full-size;37,1136;-93,2896;52
206884;37889;2017;3;6;59000;clean;automatic;4wd;;49,156466;-122,845645;
331548;27997;2015;3;8;48363;clean;automatic;4wd;full-size;41,274917;-95,937145;46
1586032;18900;2013;3;8;104500;clean;automatic;4wd;full-size;42,883869;-73,868936;53
1562974;43900;2018;3;8;1000;clean;automatic;;full-size;42,484503;-92,324974;47
1339099;950;2001;1;8;260000;clean;automatic;4wd;full-size;41,2068;-95,9559;46
1001286;7600;2007;3;6;105000;clean;automatic;rwd;full-size;34,934943;-81,971208;60
457075;999;2011;2;8;85000;clean;automatic;rwd;;41,0334;-81,4385;49
59001;3300;2001;2;8;146000;clean;automatic;;full-size;25,7343;-80,3588;65
932236;9900;2010;2;8;160000;clean;automatic;4wd;;42,851055;-83,45119;45
1361321;26995;2013;3;8;58113;clean;automatic;4wd;full-size;43,619439;-116,334449;47
927070;34900;2016;4;6;58900;lien;automatic;4wd;full-size;42,6159;-83,9248;45
1264116;9500;2008;4;8;195050;clean;automatic;rwd;;29,527926;-98,368492;67
104682;13790;2014;2;6;90103;clean;automatic;rwd;full-size;37,1249;-93,463816;52
907091;13450;2013;2;8;194866;clean;automatic;4wd;full-size;43,156576;-83,700959;45
1659112;16995;2010;3;8;88402;rebuilt;automatic;4wd;full-size;44,409554;-89,88115;45
1555908;7900;2005;3;8;123000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
714723;7400;2008;2;8;171535;clean;automatic;rwd;full-size;35,3935;-119,1205;59
1159597;2500;2011;4;6;101236;clean;automatic;rwd;full-size;25,849858;-80,316943;65
913529;14997;2009;3;8;92340;clean;automatic;;;43,624215;-83,897825;45
1125288;7995;2005;3;8;110112;clean;automatic;4wd;full-size;27,875196;-82,786723;65
1520689;3500;2001;3;8;197810;clean;automatic;rwd;full-size;39,552269;-86,161265;48
24030;3300;1997;1;8;175000;clean;automatic;4wd;mid-size;36,9891;-79,884;55
290324;5000;1993;2;8;148535;clean;automatic;rwd;;39,9274;-82,0041;49
1599643;15995;2010;3;8;90260;clean;automatic;4wd;full-size;43,223552;-77,372473;53
1679156;5000;1989;2;8;57000;clean;automatic;rwd;full-size;34,488992;-77,477304;56
474580;1700;2000;1;8;170255;rebuilt;automatic;4wd;full-size;40,764373;-82,349503;49
523544;18750;2014;3;8;99021;clean;automatic;rwd;full-size;36,068923;-95,797855;57
1641895;29249;2013;3;8;65523;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
143470;27900;2016;2;6;36099;clean;automatic;4wd;full-size;31,316064;-89,437114;61
867920;22900;2013;3;8;54728;clean;automatic;4wd;full-size;42,394026;-85,430031;45
108260;25988;2015;3;8;90300;clean;automatic;4wd;;45,121187;-92,693325;45
1649337;20994;2011;3;6;89127;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
154966;12950;2011;2;6;147164;clean;automatic;rwd;full-size;33,512633;-86,79777;61
707453;7995;2000;3;8;183000;clean;automatic;rwd;full-size;39,363221;-121,686417;59
96608;16995;2002;2;8;65336;clean;automatic;rwd;full-size;33,711509;-78,909582;60
1722443;23800;2014;3;8;93580;clean;automatic;4wd;full-size;33,066044;-89,593906;61
1025109;19900;2016;2;6;99811;clean;automatic;rwd;full-size;31,316064;-89,437114;61
1657062;25988;2015;3;8;90300;clean;automatic;4wd;;45,121187;-92,693325;45
585228;29494;2013;3;6;88363;clean;automatic;4wd;full-size;44,071509;-123,146439;50
173533;10888;2010;2;8;190000;clean;automatic;4wd;full-size;30,520244;-89,647288;61
509578;2400;2000;2;8;294000;clean;automatic;4wd;full-size;35,913024;-95,885722;57
22379;24888;2014;3;8;53355;clean;automatic;4wd;;47,830597;-110,662694;40
173913;6800;2004;2;8;194424;clean;automatic;4wd;full-size;38,1381;-85,6953;50
990205;3490;1999;3;8;237000;clean;automatic;;;46,450007;-95,12469;43
1170508;6995;2003;3;8;91200;clean;automatic;fwd;;28,101094;-80,621776;65
1679861;29500;2015;3;6;45441;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
563711;3800;2002;3;8;160000;clean;automatic;4wd;full-size;39,3009;-76,5799;56
1446230;7500;2005;2;8;130000;clean;automatic;4wd;full-size;41,4351;-90,4652;48
1216189;19990;2011;3;8;106777;clean;automatic;4wd;full-size;46,843229;-114,039568;40
84268;2995;1992;2;6;251000;clean;manual;;;34,1388;-80,8892;60
990187;4200;2004;2;8;166800;clean;automatic;4wd;;45,5651;-94,3367;43
649890;11500;2009;2;8;180000;clean;automatic;4wd;full-size;36,7863;-119,8286;59
699308;5000;2006;2;8;233000;clean;automatic;rwd;full-size;36,064693;-119,020034;59
970007;15990;2008;3;8;79000;clean;automatic;;;46,450007;-95,12469;43
1158393;700;1996;2;8;92000;clean;automatic;rwd;full-size;25,7392;-80,3103;65
710778;6500;2008;2;8;202000;clean;automatic;rwd;;36,8337;-121,3439;59
331701;19900;2010;3;8;150114;clean;automatic;4wd;mid-size;38,88358;-94,79383;51
1001963;3500;2001;2;8;280000;clean;automatic;4wd;full-size;35,108;-82,1403;60
1180684;10500;2010;4;8;128000;clean;automatic;;full-size;25,7343;-80,3588;65
1573882;2995;2007;1;8;190000;clean;automatic;4wd;;42,87642;-76,971781;53
922663;28265;2014;4;6;62533;clean;automatic;4wd;full-size;42,235513;-85,794456;45
798289;7500;2002;3;8;122000;clean;automatic;4wd;;41,3914;-75,6657;53
399645;8900;2007;2;8;194000;clean;automatic;rwd;full-size;34,93491;-86,57192;61
959980;32000;2015;3;6;31052;clean;automatic;4wd;mid-size;46,59003;-95,57416;43
163805;27900;2016;2;6;36099;clean;automatic;4wd;full-size;31,316064;-89,437114;61
433983;13950;2011;2;8;146746;clean;automatic;;full-size;38,692648;-82,857744;49
1656901;11977;2008;3;8;171488;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
102701;6400;2003;2;8;108000;clean;automatic;4wd;full-size;43,0714;-71,7038;43
1211685;16888;2010;3;8;88755;clean;automatic;4wd;;47,830597;-110,662694;40
104134;11000;2007;2;5;180000;clean;automatic;4wd;;46,7016;-92,0912;45
1566064;5220;2004;2;8;157000;clean;automatic;4wd;;41,736436;-92,717669;47
1328964;8995;2006;3;8;115500;clean;automatic;rwd;full-size;40,83598;-96,725713;46
1627841;2000;1993;2;8;208000;clean;manual;4wd;;43,089556;-87,930032;45
1245706;2650;1997;1;8;197193;clean;automatic;4wd;full-size;31,119086;-97,737989;67
1174362;14900;2013;4;8;77942;clean;automatic;fwd;full-size;27,3648;-82,1849;65
292112;9491;2006;2;8;172299;clean;automatic;4wd;full-size;41,46389;-81,7693;49
756123;2000;2003;2;8;231000;clean;automatic;;full-size;42,158943;-71,401219;50
761697;20388;2010;3;8;0;clean;automatic;4wd;;42,099255;-72,60989;50
1053828;5999;2007;2;8;228001;clean;automatic;rwd;full-size;36,644835;-93,218011;52
1627057;34790;2016;3;6;23295;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
864966;2950;2001;2;8;187000;clean;automatic;4wd;full-size;44,422948;-86,146889;45
468917;1995;2008;1;6;96000;clean;automatic;rwd;full-size;40,859219;-80,546977;49
829427;2500;2001;2;8;220000;clean;automatic;4wd;full-size;40,383167;-105,517502;45
867388;21995;2013;3;8;35589;salvage;automatic;4wd;full-size;42,637002;-85,284644;45
509239;11950;2008;3;8;145624;clean;automatic;4wd;mid-size;36,28962;-95,31964;57
101548;14900;2010;3;8;112000;clean;automatic;4wd;full-size;39,841545;-96,617757;51
1333008;4990;2004;3;8;156830;clean;automatic;4wd;full-size;40,857729;-96,645223;46
1614181;1500;2003;2;8;193000;clean;automatic;4wd;full-size;42,07697;-77,140185;53
9472;17943;2012;3;6;92000;clean;automatic;4wd;full-size;41,089306;-96,13889;46
1713956;9995;2012;2;6;154316;clean;automatic;rwd;full-size;35,661076;-78,703988;56
1272286;19500;2014;4;6;197452;clean;automatic;4wd;;29,5563;-98,3643;67
219103;13000;2009;3;6;125000;clean;automatic;4wd;;44,0915;-121,4073;50
1007193;3999;2012;4;6;262000;clean;automatic;4wd;full-size;32,85978;-79,984071;60
1325344;10900;2010;3;8;132347;rebuilt;automatic;4wd;;40,851;-96,711;46
833019;15999;2010;3;8;122404;clean;automatic;4wd;full-size;39,0783;-108,5457;45
1458822;9990;2005;2;8;138215;clean;automatic;4wd;full-size;40,468826;-74,281734;52
865253;41977;2016;2;8;12154;clean;automatic;4wd;full-size;42,8802;-85,5352;45
1487939;1250;1987;2;8;126000;clean;automatic;rwd;full-size;48,749;-122,4887;50
879303;6950;2009;3;8;181722;clean;automatic;4wd;mid-size;42,64387;-84,0733;45
292578;13100;2011;2;6;184500;clean;automatic;4wd;full-size;41,60808;-81,480381;49
1395063;2200;1998;2;6;175000;clean;automatic;fwd;full-size;37,594545;-77,451505;55
940837;10000;2007;3;8;103000;clean;automatic;4wd;full-size;41,709989;-72,870019;51
1649750;33994;2016;3;6;23632;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
849842;29995;2015;3;8;35254;clean;automatic;4wd;full-size;40,158958;-105,031313;45
18924;23888;2012;4;8;157887;clean;automatic;4wd;full-size;49,737705;-125,000103;
869526;1500;2008;2;6;177000;missing;automatic;rwd;full-size;43,2326;-86,2492;45
1098016;9000;1994;3;8;83230;clean;manual;4wd;full-size;36,4248;-84,0907;59
214240;25452;2013;3;8;37419;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
1423433;4800;2004;2;8;104000;clean;automatic;fwd;;42,286319;-89,110306;48
817281;3900;2003;3;8;167000;clean;automatic;4wd;;40,0369;-75,0664;53
644671;1200;1991;2;8;187355;clean;automatic;rwd;full-size;38,9039;-119,995;59
269348;28900;2013;4;6;57230;clean;automatic;4wd;;35,0574;-86,8796;59
1647522;10770;2008;3;8;149218;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
60765;33500;2015;3;6;55000;clean;automatic;4wd;full-size;49,184885;-122,801111;
1656573;11977;2008;3;8;171488;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
1640738;17998;2008;3;8;109381;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
1124695;5800;2006;3;6;112413;clean;automatic;rwd;full-size;28,079232;-80,674959;65
898833;12995;2011;2;6;139508;clean;automatic;4wd;full-size;42,477134;-82,949564;45
619578;9795;2004;3;8;149347;clean;automatic;4wd;full-size;38,611926;-121,423565;59
1085002;8995;2005;2;8;187484;clean;automatic;4wd;;35,148916;-89,922439;59
1549414;10900;2011;2;8;160000;clean;automatic;4wd;full-size;43,1406;-93,385;47
1430453;13977;2013;2;6;106454;clean;automatic;rwd;full-size;42,345504;-88,269936;48
354639;13988;2011;2;6;146699;clean;automatic;4wd;full-size;42,892121;-85,665539;45
1651527;26699;2014;3;6;52746;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
865844;1300;1998;1;4;140319;clean;automatic;4wd;full-size;44,381798;-84,10492;45
1024818;3500;1978;2;6;122482;clean;manual;4wd;full-size;30,3989;-89,2843;61
866594;13488;2010;2;8;144570;clean;automatic;4wd;full-size;42,892121;-85,665539;45
204874;6200;2007;2;8;217000;clean;automatic;4wd;full-size;47,190638;-97,217411;38
715223;6250;2005;3;6;103438;clean;automatic;rwd;full-size;34,071917;-118,849936;59
1339170;17300;2010;3;8;102000;clean;automatic;4wd;;41,164183;-96,226947;46
1562500;1;2004;2;8;191000;clean;automatic;4wd;full-size;41,9954;-91,1409;47
1690422;2150;1990;2;6;95000;clean;manual;rwd;full-size;35,780476;-78,675736;56
1056711;3200;2002;2;6;212000;clean;automatic;rwd;;38,8518;-91,9605;52
169559;20995;2010;3;8;128836;clean;automatic;4wd;full-size;38,588302;-89,923783;48
1642032;10770;2008;3;8;149218;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
507339;3950;1997;3;8;128793;clean;automatic;rwd;full-size;36,558098;-94,810467;57
913870;23999;2011;4;8;67000;clean;automatic;4wd;full-size;42,868175;-85,862086;45
394940;23950;2017;2;8;35115;clean;automatic;rwd;full-size;33,512633;-86,79777;61
1415856;14950;2011;3;6;122000;clean;automatic;4wd;full-size;37,230881;-80,417514;55
193180;23995;2016;2;8;27514;clean;automatic;4wd;full-size;42,197712;-83,273552;45
1019704;10888;2010;2;8;190000;clean;automatic;4wd;full-size;30,520244;-89,647288;61
1494351;1500;1999;2;6;198030;clean;manual;rwd;mid-size;47,116486;-119,260248;50
811659;8950;2010;2;8;168260;clean;automatic;4wd;;40,120838;-77,028586;53
1670682;9999;2003;2;8;81563;clean;automatic;4wd;full-size;37,647619;-97,279835;51
1360373;3500;1993;2;8;169186;clean;automatic;4wd;;42,8876;-112,4381;47
920491;16788;2014;2;6;127865;clean;automatic;4wd;full-size;42,892121;-85,665539;45
1656883;9550;2006;3;8;168942;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
1051640;12995;2007;2;8;72136;clean;automatic;4wd;full-size;38,190152;-94,026215;52
526288;7250;2011;2;8;375528;clean;automatic;4wd;full-size;36,307707;-95,605861;57
1120198;42500;2017;3;8;35000;clean;automatic;rwd;full-size;30,7644;-86,5917;65
317935;33860;2016;3;6;46288;clean;automatic;4wd;full-size;49,184885;-122,801111;
1014109;9950;2004;2;8;137677;clean;automatic;4wd;full-size;39,253225;-75,586968;54
419545;21900;2012;3;8;109231;clean;automatic;4wd;full-size;61,166353;-149,847206;29
210123;7249;2005;2;8;160000;clean;automatic;rwd;full-size;35,41141;-80,840321;56
1660507;15880;2010;3;8;127094;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
587146;11995;2008;3;8;148484;clean;automatic;4wd;full-size;45,518031;-122,578752;50
1375661;18499;2012;3;8;102193;clean;automatic;4wd;full-size;42,550206;-114,462303;47
830703;32347;2014;3;8;88000;lien;automatic;4wd;;38,387;-104,7792;45
358591;14900;2012;3;8;117875;clean;automatic;4wd;full-size;29,8534;-95,4435;67
1667825;10795;2007;2;8;144422;clean;automatic;4wd;full-size;39,044308;-94,669171;51
470386;15450;2013;2;8;119698;clean;automatic;4wd;full-size;38,692648;-82,857744;49
1443497;3500;2002;1;8;169000;clean;automatic;4wd;full-size;40,7956;-89,2093;48
910954;10499;2008;3;8;102000;clean;automatic;4wd;full-size;42,683256;-84,567626;45
1352834;9000;1976;3;8;109700;clean;manual;4wd;full-size;39,171727;-119,779472;46
1057317;9900;2009;2;8;97697;clean;automatic;rwd;full-size;37,677378;-92,656734;52
1413781;13995;2009;3;8;147764;clean;automatic;4wd;;38,257745;-77,495224;55
359831;23200;2014;2;6;95000;lien;automatic;4wd;full-size;43,9282;-105,5492;41
1203285;11500;2007;3;8;125104;clean;automatic;4wd;full-size;45,7813;-108,5727;40
1656747;9660;2006;3;8;179931;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
1212783;21993;2012;3;6;63440;clean;automatic;4wd;full-size;45,750271;-111,184096;40
1359505;15000;2008;3;8;134450;clean;automatic;4wd;full-size;44,482375;-73,084046;44
1628529;16990;2009;3;8;132155;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
375538;28000;2015;3;6;68800;clean;automatic;4wd;full-size;44,9043;-97,124;38
1629668;15880;2009;3;8;113826;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
1065418;23495;2015;3;8;102689;clean;automatic;4wd;full-size;38,671618;-94,36651;52
1649308;18880;2013;3;6;123674;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
424406;11000;2009;2;8;225700;clean;automatic;4wd;full-size;30,246172;-89,761709;67
1072346;22990;2010;2;8;104167;clean;automatic;4wd;;35,714346;-84,021007;59
1199608;16979;2011;3;8;110236;clean;automatic;4wd;full-size;45,750271;-111,184096;40
497833;13995;2008;3;8;85000;clean;automatic;rwd;full-size;32,25;-110,8869;71
1205946;18888;2010;3;8;85812;clean;automatic;4wd;;47,830597;-110,662694;40
1286211;2500;2001;1;8;153300;clean;automatic;4wd;full-size;32,3766;-95,1252;67
1396420;11950;2007;3;8;77533;clean;automatic;4wd;full-size;37,286501;-80,056719;55
179727;16987;2012;3;8;108956;clean;automatic;4wd;full-size;37,911918;-84,559276;50
1605539;15900;1977;4;8;24;clean;automatic;4wd;full-size;43,0932;-76,2904;53
19044;49980;2016;3;6;39200;clean;automatic;4wd;full-size;50,039244;-125,271842;
1657560;17770;2011;3;6;118517;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
1035223;8995;2005;2;8;145612;clean;automatic;rwd;full-size;37,084348;-94,524269;52
804155;18500;2013;3;6;98000;rebuilt;automatic;4wd;full-size;40,254049;-76,035991;53
317932;38970;2017;4;8;14000;clean;automatic;4wd;full-size;49,184885;-122,801111;
743028;10999;2008;2;8;122898;clean;automatic;rwd;full-size;36,56571;-119,613004;59
1633746;27550;2011;3;8;46096;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
1594604;5000;2005;2;8;154000;clean;automatic;4wd;full-size;43,0777;-76,9896;53
252533;999;2011;2;8;85000;clean;automatic;rwd;;41,0334;-81,4385;49
1635075;12995;2010;3;8;96121;clean;automatic;rwd;mid-size;44,52039;-88,06645;45
424093;8995;2007;3;8;129000;clean;automatic;rwd;;30,0098;-90,163;67
1667272;12495;2010;2;8;106000;clean;other;rwd;full-size;39,032924;-95,725312;51
888460;4900;2003;2;8;249600;clean;automatic;4wd;full-size;43,1962;-86,2738;45
101551;21995;2011;3;6;124507;clean;automatic;4wd;full-size;42,701772;-89,008858;45
750336;2795;2000;3;6;266007;clean;manual;rwd;full-size;34,055042;-117,756765;59
1211309;34984;2015;3;6;70939;clean;automatic;4wd;full-size;45,750271;-111,184096;40
913783;2750;2001;2;8;187000;clean;automatic;4wd;full-size;44,422948;-86,146889;45
1544218;2800;1988;2;6;156123;clean;manual;rwd;full-size;39,4852;-77,8954;52
601383;5495;1999;3;8;235430;clean;automatic;4wd;full-size;45,518031;-122,578752;50
959112;11990;2006;3;8;116000;clean;automatic;;;46,450007;-95,12469;43
1539459;24995;2014;2;6;94921;clean;automatic;4wd;full-size;35,086515;-106,563609;45
1668251;5500;2004;3;8;235983;clean;automatic;rwd;;38,88358;-94,79383;51
247282;2000;1999;2;8;155000;clean;automatic;rwd;;39,7821;-84,2373;49
764473;26525;2014;3;8;51638;clean;automatic;4wd;mid-size;42,18631;-71,83726;50
352619;19995;2011;3;8;132000;lien;automatic;4wd;full-size;43,005;-73,8486;53
466568;3000;1999;3;8;191;clean;automatic;4wd;full-size;39,814147;-84,264639;49
363168;34995;2015;3;6;139848;clean;automatic;4wd;full-size;31,732124;-106,364833;67
1409515;4995;2001;2;6;123068;clean;automatic;rwd;full-size;37,36;-79,6522;55
1677740;25500;2012;4;8;107803;clean;automatic;4wd;full-size;35,138392;-79,032345;56
520319;17950;2013;2;6;148677;clean;automatic;4wd;full-size;34,614367;-97,967015;57
957872;20000;2010;2;8;102000;lien;automatic;4wd;full-size;44,0496;-92,4896;43
957869;7400;2010;2;8;208650;clean;automatic;4wd;;44,024;-92,7464;43
563704;900;1997;1;8;228000;clean;automatic;rwd;full-size;39,3455;-77,3832;56
1169107;2500;1998;2;6;210;clean;manual;fwd;full-size;28,811316;-81,281324;65
148684;20000;2012;3;6;101000;lien;automatic;4wd;full-size;34,1921;-86,1941;61
1607420;12995;2013;2;8;140050;clean;automatic;4wd;;40,603321;-73,651284;53
1267956;24600;2014;3;6;91230;clean;automatic;4wd;full-size;32,1935;-95,8432;67
1650036;19880;2011;3;8;73224;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
681530;3500;2001;2;8;400000;clean;automatic;rwd;full-size;34,4369;-119,7285;59
1705504;28400;2014;3;8;28795;clean;automatic;4wd;mid-size;36,47793;-79,7389;56
1567728;34500;2016;3;6;86000;lien;automatic;4wd;;43,0397;-76,0722;53
530151;1500;1988;1;6;160000;clean;automatic;4wd;;35,405;-92,1333;59
1290879;26400;2015;2;6;108000;clean;automatic;4wd;full-size;31,5765;-97,1786;67
581401;8800;2007;2;8;191000;clean;automatic;4wd;full-size;44,660697;-123,182144;50
630373;5900;2004;3;8;135000;clean;automatic;;;33,868;-117,9265;59
1432742;1500;1999;2;5;182000;clean;automatic;rwd;;40,7034;-89,4194;48
1039240;4700;2003;2;8;222706;clean;automatic;4wd;full-size;39,7309;-94,2437;52
1345084;34500;2015;3;6;26768;clean;automatic;4wd;full-size;40,76;-111,8627;50
1589487;21990;2014;3;8;96079;clean;automatic;4wd;full-size;43,154309;-75,930719;53
884374;12488;2010;2;8;144570;clean;automatic;4wd;full-size;42,892121;-85,665539;45
383094;19950;2013;3;6;120020;clean;automatic;4wd;;35,035021;-80,597076;56
411962;14995;2009;3;8;136101;clean;automatic;4wd;full-size;38,159627;-85,697708;50
590524;8500;2009;3;8;97496;clean;automatic;;;45,265172;-122,694313;50
877196;5700;2002;2;8;176733;clean;automatic;4wd;full-size;41,875262;-84,018623;45
1084128;5500;2001;3;8;202000;clean;automatic;4wd;full-size;35,6156;-87,038;59
1604353;23000;2013;3;8;56482;clean;automatic;4wd;full-size;43,204762;-75,440834;53
1554786;8995;2006;3;8;115500;clean;automatic;rwd;full-size;42,016636;-91,666352;47
624230;4999;2001;3;8;252336;clean;automatic;4wd;;33,43243;-117,62824;59
1329606;32482;2016;3;8;38205;clean;automatic;4wd;full-size;41,27492;-95,937231;46
589218;2995;1979;2;8;111111;clean;manual;4wd;;42,4638;-123,3457;50
1578192;29995;2013;3;8;56711;clean;automatic;4wd;full-size;43,222926;-77,84495;53
1523413;6800;2004;2;8;143600;rebuilt;automatic;4wd;full-size;38,5507;-86,449;48
1059385;1000;1999;2;8;200000;clean;automatic;4wd;full-size;38,318868;-93,615415;52
377930;32995;2015;3;6;61252;clean;automatic;4wd;full-size;38,671618;-94,36651;52
1626869;30650;2015;3;8;38943;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
282554;8995;2011;3;6;221523;clean;automatic;4wd;full-size;45,5576;-93,2889;43
